sentence,clean_text,tokens,label
"If you want healthy authentic or ethic food, try this place.",if you want healthy authentic or ethic food try this place,"['if', 'you', 'want', 'healthi', 'authent', 'or', 'ethic', 'food', 'tri', 'thi', 'place']",1
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,it is easy to turn on and off when you are in the car and the volume controls are quite accessable,"['it', 'is', 'easi', 'to', 'turn', 'on', 'and', 'off', 'when', 'you', 'are', 'in', 'the', 'car', 'and', 'the', 'volum', 'control', 'are', 'quit', 'access']",1
I would not recommend this place.,i would not recommend this place,"['i', 'would', 'not', 'recommend', 'thi', 'place']",0
Great place fo take out or eat in.,great place fo take out or eat in,"['great', 'place', 'fo', 'take', 'out', 'or', 'eat', 'in']",1
This PDA rocks.,this pda rocks,"['thi', 'pda', 'rock']",1
This phone works great.,this phone works great,"['thi', 'phone', 'work', 'great']",1
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",i hate to disagree with my fellow yelpers but my husband and i were so disappointed with this place,"['i', 'hate', 'to', 'disagre', 'with', 'my', 'fellow', 'yelper', 'but', 'my', 'husband', 'and', 'i', 'were', 'so', 'disappoint', 'with', 'thi', 'place']",0
"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  ",though the wind and the lion is told largely through the eyes of the son every member of the family can identify with one of the characters whether it be sean connery s noble brigand candace bergen s feisty heroine john huston s wily john hay or steve kanaly s spiffy radiant ruthless can do lieutenant roosevelt s big stick,"['though', 'the', 'wind', 'and', 'the', 'lion', 'is', 'told', 'larg', 'through', 'the', 'eye', 'of', 'the', 'son', 'everi', 'member', 'of', 'the', 'famili', 'can', 'identifi', 'with', 'one', 'of', 'the', 'charact', 'whether', 'it', 'be', 'sean', 'conneri', 's', 'nobl', 'brigand', 'candac', 'bergen', 's', 'feisti', 'heroin', 'john', 'huston', 's', 'wili', 'john', 'hay', 'or', 'steve', 'kanali', 's', 'spiffi', 'radiant', 'ruthless', 'can', 'do', 'lieuten', 'roosevelt', 's', 'big', 'stick']",1
"All in all, a great disappointment.  ",all in all a great disappointment,"['all', 'in', 'all', 'a', 'great', 'disappoint']",0
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",i also had to taste my mom s multi grain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,"['i', 'also', 'had', 'to', 'tast', 'my', 'mom', 's', 'multi', 'grain', 'pumpkin', 'pancak', 'with', 'pecan', 'butter', 'and', 'they', 'were', 'amaz', 'fluffi', 'and', 'delici']",1
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",instead we got a bore fest about a whiny spoiled brat babysitting,"['instead', 'we', 'got', 'a', 'bore', 'fest', 'about', 'a', 'whini', 'spoil', 'brat', 'babysit']",0
This case seems well made.,this case seems well made,"['thi', 'case', 'seem', 'well', 'made']",1
"Characters are one-dimensional, even the good guys and especially the bad guys.  ",characters are one dimensional even the good guys and especially the bad guys,"['charact', 'are', 'one', 'dimension', 'even', 'the', 'good', 'guy', 'and', 'especi', 'the', 'bad', 'guy']",0
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",her lines seem to have been written by a fifteen year old though they are trying oh so so hard to sound like how a fifteen year old would really um you know well talk,"['her', 'line', 'seem', 'to', 'have', 'been', 'written', 'by', 'a', 'fifteen', 'year', 'old', 'though', 'they', 'are', 'tri', 'oh', 'so', 'so', 'hard', 'to', 'sound', 'like', 'how', 'a', 'fifteen', 'year', 'old', 'would', 'realli', 'um', 'you', 'know', 'well', 'talk']",0
I liked it.  ,i liked it,"['i', 'like', 'it']",1
I could eat their bruschetta all day it is devine.,i could eat their bruschetta all day it is devine,"['i', 'could', 'eat', 'their', 'bruschetta', 'all', 'day', 'it', 'is', 'devin']",1
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",john garfield ann revere lilli plmer william conrad canada lee and filmed by one of the greatest cinematographers to ever grace the screen james wong howe,"['john', 'garfield', 'ann', 'rever', 'lilli', 'plmer', 'william', 'conrad', 'canada', 'lee', 'and', 'film', 'by', 'one', 'of', 'the', 'greatest', 'cinematograph', 'to', 'ever', 'grace', 'the', 'screen', 'jame', 'wong', 'howe']",1
I had the mac salad and it was pretty bland so I will not be getting that again.,i had the mac salad and it was pretty bland so i will not be getting that again,"['i', 'had', 'the', 'mac', 'salad', 'and', 'it', 'wa', 'pretti', 'bland', 'so', 'i', 'will', 'not', 'be', 'get', 'that', 'again']",0
"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",this movie is a pure disaster the story is stupid and the editing is the worst i have seen it confuses you incredibly,"['thi', 'movi', 'is', 'a', 'pure', 'disast', 'the', 'stori', 'is', 'stupid', 'and', 'the', 'edit', 'is', 'the', 'worst', 'i', 'have', 'seen', 'it', 'confus', 'you', 'incred']",0
Piece of Junk.,piece of junk,"['piec', 'of', 'junk']",0
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",i use this product in a motor control center where there is a lot of high voltage humming from the equipment and it works great,"['i', 'use', 'thi', 'product', 'in', 'a', 'motor', 'control', 'center', 'where', 'there', 'is', 'a', 'lot', 'of', 'high', 'voltag', 'hum', 'from', 'the', 'equip', 'and', 'it', 'work', 'great']",1
"In fact I'm going to round up to 4 stars, just because she was so awesome.",in fact i am going to round up to stars just because she was so awesome,"['in', 'fact', 'i', 'am', 'go', 'to', 'round', 'up', 'to', 'star', 'just', 'becaus', 'she', 'wa', 'so', 'awesom']",1
What a mistake.,what a mistake,"['what', 'a', 'mistak']",0
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",the best place in vegas for breakfast just check out a sat or sun,"['the', 'best', 'place', 'in', 'vega', 'for', 'breakfast', 'just', 'check', 'out', 'a', 'sat', 'or', 'sun']",1
I don't think you will be disappointed.  ,i do not think you will be disappointed,"['i', 'do', 'not', 'think', 'you', 'will', 'be', 'disappoint']",1
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",the chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat,"['the', 'chipolt', 'ranch', 'dip', 'saus', 'wa', 'tasteless', 'seem', 'thin', 'and', 'water', 'down', 'with', 'no', 'heat']",0
"Nice quality build, unlike some cheap s*** out there.",nice quality build unlike some cheap s out there,"['nice', 'qualiti', 'build', 'unlik', 'some', 'cheap', 's', 'out', 'there']",1
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,this is one of the worst sandra bullock movie since speed but not quite that bad,"['thi', 'is', 'one', 'of', 'the', 'worst', 'sandra', 'bullock', 'movi', 'sinc', 'speed', 'but', 'not', 'quit', 'that', 'bad']",0
I don't recommend unless your car breaks down in front of it and you are starving.,i do not recommend unless your car breaks down in front of it and you are starving,"['i', 'do', 'not', 'recommend', 'unless', 'your', 'car', 'break', 'down', 'in', 'front', 'of', 'it', 'and', 'you', 'are', 'starv']",0
The kids are annoying.  ,the kids are annoying,"['the', 'kid', 'are', 'annoy']",0
"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.",it has a great camera thats 2mp and the pics are nice and clear with great picture quality,"['it', 'ha', 'a', 'great', 'camera', 'that', 'mp', 'and', 'the', 'pic', 'are', 'nice', 'and', 'clear', 'with', 'great', 'pictur', 'qualiti']",1
"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",being a s child i truly enjoyed this show and i can proudly say that i enjoyed it big time and even more than the classical wb cartoons,"['be', 'a', 's', 'child', 'i', 'truli', 'enjoy', 'thi', 'show', 'and', 'i', 'can', 'proudli', 'say', 'that', 'i', 'enjoy', 'it', 'big', 'time', 'and', 'even', 'more', 'than', 'the', 'classic', 'wb', 'cartoon']",1
"Needless to say, we will never be back here again.",needless to say we will never be back here again,"['needless', 'to', 'say', 'we', 'will', 'never', 'be', 'back', 'here', 'again']",0
This one is simply a disappointment.,this one is simply a disappointment,"['thi', 'one', 'is', 'simpli', 'a', 'disappoint']",0
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,"['i', 'wa', 'proven', 'dead', 'wrong', 'by', 'thi', 'sushi', 'bar', 'not', 'onli', 'becaus', 'the', 'qualiti', 'is', 'great', 'but', 'the', 'servic', 'is', 'fast', 'and', 'the', 'food', 'impecc']",1
Definitely worth checking out.  ,definitely worth checking out,"['definit', 'worth', 'check', 'out']",1
Linked to my phone without effort.,linked to my phone without effort,"['link', 'to', 'my', 'phone', 'without', 'effort']",1
the staff is friendly and the joint is always clean.,the staff is friendly and the joint is always clean,"['the', 'staff', 'is', 'friendli', 'and', 'the', 'joint', 'is', 'alway', 'clean']",1
The design might be ergonomic in theory but I could not stand having these in my ear.,the design might be ergonomic in theory but i could not stand having these in my ear,"['the', 'design', 'might', 'be', 'ergonom', 'in', 'theori', 'but', 'i', 'could', 'not', 'stand', 'have', 'these', 'in', 'my', 'ear']",0
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",maybe it is just their vegetarian fare but i have been twice and i thought it was average at best,"['mayb', 'it', 'is', 'just', 'their', 'vegetarian', 'fare', 'but', 'i', 'have', 'been', 'twice', 'and', 'i', 'thought', 'it', 'wa', 'averag', 'at', 'best']",0
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,my phone does not slide around my car now and the grip prevents my phone from slipping out of my hand,"['my', 'phone', 'doe', 'not', 'slide', 'around', 'my', 'car', 'now', 'and', 'the', 'grip', 'prevent', 'my', 'phone', 'from', 'slip', 'out', 'of', 'my', 'hand']",1
Their monster chicken fried steak and eggs is my all time favorite.,their monster chicken fried steak and eggs is my all time favorite,"['their', 'monster', 'chicken', 'fri', 'steak', 'and', 'egg', 'is', 'my', 'all', 'time', 'favorit']",1
lightweight and works well.,lightweight and works well,"['lightweight', 'and', 'work', 'well']",1
Generally; it just lacked imagination.  ,generally it just lacked imagination,"['gener', 'it', 'just', 'lack', 'imagin']",0
"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",i am so tired of clichés that is just lazy writing and here they come in thick and fast,"['i', 'am', 'so', 'tire', 'of', 'clich', 's', 'that', 'is', 'just', 'lazi', 'write', 'and', 'here', 'they', 'come', 'in', 'thick', 'and', 'fast']",0
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",director neil labute uses brutal violence to seperate dreams from reality and along with the touching drama and hilarious comedy you can never tell what is going to happen next,"['director', 'neil', 'labut', 'use', 'brutal', 'violenc', 'to', 'seper', 'dream', 'from', 'realiti', 'and', 'along', 'with', 'the', 'touch', 'drama', 'and', 'hilari', 'comedi', 'you', 'can', 'never', 'tell', 'what', 'is', 'go', 'to', 'happen', 'next']",1
